,Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year,product_ID
1524,1525,128,Product 187,103,namakkal,9,927,Uttar Pradesh,2015, 187
1525,1526,128,Product 292,93,namakkal,2,186,Uttar Pradesh,2015, 292
1526,1527,128,Product 43,116,namakkal,4,464,Uttar Pradesh,2015, 43
1527,1528,128,Product 240,69,namakkal,4,276,Uttar Pradesh,2015, 240
1528,1529,128,Product 151,280,namakkal,10,2800,Uttar Pradesh,2015, 151
1529,1530,128,Product 341,294,namakkal,10,2940,Uttar Pradesh,2015, 341
1530,1531,128,Product 421,104,namakkal,6,624,Uttar Pradesh,2015, 421
1531,1532,128,Product 341,294,namakkal,8,2352,Uttar Pradesh,2015, 341
1532,1533,128,Product 236,65,namakkal,2,130,Uttar Pradesh,2015, 236
1533,1534,129,Product 370,74,Agra,4,296,Uttar Pradesh,2015, 370
1534,1535,129,Product 315,263,Agra,8,2104,Uttar Pradesh,2015, 315
1535,1536,129,Product 485,271,Agra,7,1897,Uttar Pradesh,2015, 485
1536,1537,129,Product 129,65,Agra,10,650,Uttar Pradesh,2015, 129
1537,1538,130,Product 55,69,Ujjain,4,276,Madhya Pradesh,2015, 55
1538,1539,130,Product 273,205,Ujjain,6,1230,Madhya Pradesh,2015, 273
1539,1540,130,Product 467,211,Ujjain,9,1899,Madhya Pradesh,2015, 467
1540,1541,130,Product 400,248,Ujjain,2,496,Madhya Pradesh,2015, 400
1541,1542,130,Product 143,139,Ujjain,3,417,Madhya Pradesh,2015, 143
1542,1543,130,Product 326,142,Ujjain,7,994,Madhya Pradesh,2015, 326
1543,1544,130,Product 478,249,Ujjain,10,2490,Madhya Pradesh,2015, 478
1544,1545,130,Product 113,280,Ujjain,2,560,Madhya Pradesh,2015, 113
1545,1546,130,Product 236,65,Ujjain,4,260,Madhya Pradesh,2015, 236
1546,1547,130,Product 437,269,Ujjain,4,1076,Madhya Pradesh,2015, 437
1547,1548,131,Product 358,63,Dharwad,3,189,Karnataka,2015, 358
1548,1549,131,Product 37,82,Dharwad,4,328,Karnataka,2015, 37
1549,1550,131,Product 457,181,Dharwad,4,724,Karnataka,2015, 457
1550,1551,131,Product 397,255,Dharwad,6,1530,Karnataka,2015, 397
1551,1552,131,Product 86,274,Dharwad,10,2740,Karnataka,2015, 86
1552,1553,131,Product 248,283,Dharwad,6,1698,Karnataka,2015, 248
1553,1554,131,Product 249,135,Dharwad,8,1080,Karnataka,2015, 249
1554,1555,131,Product 181,180,Dharwad,3,540,Karnataka,2015, 181
1555,1556,131,Product 484,50,Dharwad,5,250,Karnataka,2015, 484
1556,1557,131,Product 236,65,Dharwad,9,585,Karnataka,2015, 236
1557,1558,131,Product 256,260,Dharwad,8,2080,Karnataka,2015, 256
1558,1559,131,Product 352,228,Dharwad,8,1824,Karnataka,2015, 352
1559,1560,131,Product 70,90,Dharwad,7,630,Karnataka,2015, 70
1560,1561,131,Product 173,123,Dharwad,6,738,Karnataka,2015, 173
1561,1562,131,Product 175,280,Dharwad,5,1400,Karnataka,2015, 175
1562,1563,132,Product 365,289,harihar,8,2312,Karnataka,2015, 365
1563,1564,132,Product 279,89,harihar,5,445,Karnataka,2015, 279
1564,1565,132,Product 153,183,harihar,8,1464,Karnataka,2015, 153
1565,1566,132,Product 406,149,harihar,9,1341,Karnataka,2015, 406
1566,1567,132,Product 493,137,harihar,2,274,Karnataka,2015, 493
1567,1568,132,Product 200,155,harihar,9,1395,Karnataka,2015, 200
1568,1569,132,Product 36,214,harihar,6,1284,Karnataka,2015, 36
1569,1570,132,Product 10,142,harihar,4,568,Karnataka,2015, 10
1570,1571,133,Product 400,248,ALIGARH,4,992,Uttar Pradesh,2015, 400
1571,1572,133,Product 3,140,ALIGARH,10,1400,Uttar Pradesh,2015, 3
1572,1573,133,Product 42,83,ALIGARH,4,332,Uttar Pradesh,2015, 42
1573,1574,133,Product 382,103,ALIGARH,2,206,Uttar Pradesh,2015, 382
1574,1575,133,Product 466,180,ALIGARH,7,1260,Uttar Pradesh,2015, 466
1575,1576,133,Product 184,275,ALIGARH,10,2750,Uttar Pradesh,2015, 184
1576,1577,133,Product 312,145,ALIGARH,3,435,Uttar Pradesh,2015, 312
1577,1578,133,Product 124,179,ALIGARH,10,1790,Uttar Pradesh,2015, 124
1578,1579,133,Product 103,76,ALIGARH,5,380,Uttar Pradesh,2015, 103
1579,1580,133,Product 93,174,ALIGARH,2,348,Uttar Pradesh,2015, 93
1580,1581,133,Product 146,71,ALIGARH,7,497,Uttar Pradesh,2015, 146
1581,1582,134,Product 38,297,Mumbau,1,297,Maharashtra,2015, 38
1582,1583,134,Product 255,66,Mumbau,9,594,Maharashtra,2015, 255
1583,1584,134,Product 66,159,Mumbau,10,1590,Maharashtra,2015, 66
1584,1585,134,Product 239,170,Mumbau,4,680,Maharashtra,2015, 239
1585,1586,134,Product 82,185,Mumbau,1,185,Maharashtra,2015, 82
1586,1587,134,Product 258,90,Mumbau,1,90,Maharashtra,2015, 258
1587,1588,134,Product 75,259,Mumbau,5,1295,Maharashtra,2015, 75
1588,1589,134,Product 222,174,Mumbau,10,1740,Maharashtra,2015, 222
1589,1590,134,Product 485,271,Mumbau,2,542,Maharashtra,2015, 485
1590,1591,134,Product 154,145,Mumbau,10,1450,Maharashtra,2015, 154
1591,1592,135,Product 63,186,ALLAHABAD,10,1860,Uttar Pradesh,2015, 63
1592,1593,135,Product 443,148,ALLAHABAD,9,1332,Uttar Pradesh,2015, 443
1593,1594,135,Product 374,274,ALLAHABAD,5,1370,Uttar Pradesh,2015, 374
1594,1595,135,Product 243,202,ALLAHABAD,6,1212,Uttar Pradesh,2015, 243
1595,1596,135,Product 447,89,ALLAHABAD,6,534,Uttar Pradesh,2015, 447
1596,1597,135,Product 341,294,ALLAHABAD,4,1176,Uttar Pradesh,2015, 341
1597,1598,135,Product 481,140,ALLAHABAD,6,840,Uttar Pradesh,2015, 481
1598,1599,136,Product 438,288,Etawah,3,864,Uttar Pradesh,2015, 438
1599,1600,136,Product 189,81,Etawah,5,405,Uttar Pradesh,2015, 189
1600,1601,136,Product 435,223,Etawah,6,1338,Uttar Pradesh,2015, 435
1601,1602,136,Product 304,111,Etawah,2,222,Uttar Pradesh,2015, 304
1602,1603,136,Product 12,68,Etawah,8,544,Uttar Pradesh,2015, 12
1603,1604,136,Product 96,296,Etawah,7,2072,Uttar Pradesh,2015, 96
1604,1605,136,Product 339,273,Etawah,10,2730,Uttar Pradesh,2015, 339
1605,1606,136,Product 57,267,Etawah,2,534,Uttar Pradesh,2015, 57
1606,1607,136,Product 485,271,Etawah,9,2439,Uttar Pradesh,2015, 485
1607,1608,136,Product 181,180,Etawah,8,1440,Uttar Pradesh,2015, 181
1608,1609,137,Product 379,251,KOZHIKODE,1,251,Kerela,2015, 379
1609,1610,137,Product 52,295,KOZHIKODE,5,1475,Kerela,2015, 52
1610,1611,137,Product 418,275,KOZHIKODE,1,275,Kerela,2015, 418
1611,1612,137,Product 162,266,KOZHIKODE,1,266,Kerela,2015, 162
1612,1613,137,Product 208,159,KOZHIKODE,6,954,Kerela,2015, 208
1613,1614,137,Product 489,179,KOZHIKODE,1,179,Kerela,2015, 489
1614,1615,137,Product 374,274,KOZHIKODE,9,2466,Kerela,2015, 374
1615,1616,137,Product 51,136,KOZHIKODE,5,680,Kerela,2015, 51
1616,1617,137,Product 410,254,KOZHIKODE,4,1016,Kerela,2015, 410
1617,1618,137,Product 253,98,KOZHIKODE,6,588,Kerela,2015, 253
1618,1619,137,Product 304,111,KOZHIKODE,1,111,Kerela,2015, 304
1619,1620,137,Product 203,289,KOZHIKODE,3,867,Kerela,2015, 203
1620,1621,138,Product 351,261,kushalnagar,6,1566,Karnataka,2015, 351
1621,1622,138,Product 457,181,kushalnagar,4,724,Karnataka,2015, 457
1622,1623,138,Product 255,66,kushalnagar,3,198,Karnataka,2015, 255
1623,1624,138,Product 349,67,kushalnagar,2,134,Karnataka,2015, 349
1624,1625,138,Product 356,297,kushalnagar,3,891,Karnataka,2015, 356
1625,1626,138,Product 285,150,kushalnagar,10,1500,Karnataka,2015, 285
1626,1627,138,Product 333,267,kushalnagar,4,1068,Karnataka,2015, 333
1627,1628,138,Product 172,289,kushalnagar,10,2890,Karnataka,2015, 172
1628,1629,138,Product 266,224,kushalnagar,3,672,Karnataka,2015, 266
1629,1630,138,Product 305,277,kushalnagar,10,2770,Karnataka,2015, 305
1630,1631,138,Product 157,244,kushalnagar,8,1952,Karnataka,2015, 157
1631,1632,138,Product 308,67,kushalnagar,10,670,Karnataka,2015, 308
1632,1633,138,Product 53,214,kushalnagar,9,1926,Karnataka,2015, 53
1633,1634,138,Product 123,219,kushalnagar,5,1095,Karnataka,2015, 123
1634,1635,138,Product 104,202,kushalnagar,8,1616,Karnataka,2015, 104
1635,1636,138,Product 295,155,kushalnagar,5,775,Karnataka,2015, 295
1636,1637,139,Product 255,66,pala,1,66,Karnataka,2015, 255
1637,1638,139,Product 433,191,pala,4,764,Karnataka,2015, 433
1638,1639,139,Product 401,222,pala,8,1776,Karnataka,2015, 401
1639,1640,139,Product 368,236,pala,7,1652,Karnataka,2015, 368
1640,1641,139,Product 45,119,pala,1,119,Karnataka,2015, 45
1641,1642,139,Product 212,259,pala,10,2590,Karnataka,2015, 212
1642,1643,139,Product 129,65,pala,3,195,Karnataka,2015, 129
1643,1644,139,Product 320,283,pala,9,2547,Karnataka,2015, 320
1644,1645,139,Product 263,91,pala,4,364,Karnataka,2015, 263
1645,1646,139,Product 190,128,pala,5,640,Karnataka,2015, 190
1646,1647,140,Product 411,233,Kollam,4,932,Kerela,2015, 411
1647,1648,140,Product 355,80,Kollam,4,320,Kerela,2015, 355
1648,1649,140,Product 346,269,Kollam,4,1076,Kerela,2015, 346
1649,1650,140,Product 321,282,Kollam,9,2538,Kerela,2015, 321
1650,1651,140,Product 418,275,Kollam,8,2200,Kerela,2015, 418
1651,1652,140,Product 73,59,Kollam,4,236,Kerela,2015, 73
1652,1653,140,Product 331,200,Kollam,3,600,Kerela,2015, 331
1653,1654,140,Product 58,142,Kollam,3,426,Kerela,2015, 58
1654,1655,140,Product 92,265,Kollam,6,1590,Kerela,2015, 92
1655,1656,140,Product 280,73,Kollam,9,657,Kerela,2015, 280
1656,1657,140,Product 28,76,Kollam,7,532,Kerela,2015, 28
1657,1658,140,Product 359,154,Kollam,4,616,Kerela,2015, 359
1658,1659,140,Product 256,260,Kollam,2,520,Kerela,2015, 256
1659,1660,140,Product 76,190,Kollam,6,1140,Kerela,2015, 76
1660,1661,140,Product 189,81,Kollam,1,81,Kerela,2015, 189
1661,1662,140,Product 90,193,Kollam,3,579,Kerela,2015, 90
1662,1663,140,Product 173,123,Kollam,1,123,Kerela,2015, 173
1663,1664,141,Product 135,214,Indore,3,642,Madhya Pradesh,2015, 135
1664,1665,141,Product 274,74,Indore,7,518,Madhya Pradesh,2015, 274
1665,1666,141,Product 435,223,Indore,4,892,Madhya Pradesh,2015, 435
1666,1667,141,Product 225,210,Indore,7,1470,Madhya Pradesh,2015, 225
1667,1668,141,Product 12,68,Indore,7,476,Madhya Pradesh,2015, 12
1668,1669,141,Product 469,183,Indore,8,1464,Madhya Pradesh,2015, 469
1669,1670,141,Product 300,79,Indore,3,237,Madhya Pradesh,2015, 300
1670,1671,141,Product 51,136,Indore,8,1088,Madhya Pradesh,2015, 51
1671,1672,141,Product 51,136,Indore,2,272,Madhya Pradesh,2015, 51
1672,1673,142,Product 60,121,Ambala Cantt,1,121,Punjab,2015, 60
1673,1674,142,Product 45,119,Ambala Cantt,9,1071,Punjab,2015, 45
1674,1675,142,Product 17,185,Ambala Cantt,4,740,Punjab,2015, 17
1675,1676,142,Product 3,140,Ambala Cantt,4,560,Punjab,2015, 3
1676,1677,142,Product 410,254,Ambala Cantt,2,508,Punjab,2015, 410
1677,1678,142,Product 475,273,Ambala Cantt,7,1911,Punjab,2015, 475
1678,1679,142,Product 377,119,Ambala Cantt,6,714,Punjab,2015, 377
1679,1680,142,Product 300,79,Ambala Cantt,6,474,Punjab,2015, 300
1680,1681,142,Product 313,163,Ambala Cantt,8,1304,Punjab,2015, 313
1681,1682,142,Product 167,232,Ambala Cantt,7,1624,Punjab,2015, 167
1682,1683,142,Product 33,90,Ambala Cantt,3,270,Punjab,2015, 33
1683,1684,142,Product 308,67,Ambala Cantt,1,67,Punjab,2015, 308
1684,1685,142,Product 95,77,Ambala Cantt,1,77,Punjab,2015, 95
1685,1686,143,Product 386,127,Salem,8,1016,Tamil Nadu,2015, 386
1686,1687,143,Product 272,271,Salem,1,271,Tamil Nadu,2015, 272
1687,1688,143,Product 436,140,Salem,7,980,Tamil Nadu,2015, 436
1688,1689,143,Product 417,80,Salem,7,560,Tamil Nadu,2015, 417
1689,1690,143,Product 93,174,Salem,8,1392,Tamil Nadu,2015, 93
1690,1691,143,Product 439,109,Salem,8,872,Tamil Nadu,2015, 439
1691,1692,143,Product 324,276,Salem,6,1656,Tamil Nadu,2015, 324
1692,1693,143,Product 71,181,Salem,8,1448,Tamil Nadu,2015, 71
1693,1694,143,Product 95,77,Salem,8,616,Tamil Nadu,2015, 95
1694,1695,144,Product 102,283,ahmednagar,2,566,Maharashtra,2015, 102
1695,1696,144,Product 91,57,ahmednagar,7,399,Maharashtra,2015, 91
1696,1697,144,Product 159,204,ahmednagar,10,2040,Maharashtra,2015, 159
1697,1698,144,Product 199,216,ahmednagar,8,1728,Maharashtra,2015, 199
1698,1699,144,Product 289,255,ahmednagar,5,1275,Maharashtra,2015, 289
1699,1700,144,Product 196,215,ahmednagar,10,2150,Maharashtra,2015, 196
1700,1701,144,Product 84,190,ahmednagar,2,380,Maharashtra,2015, 84
1701,1702,145,Product 180,264,Sonepat,6,1584,Haryana,2015, 180
1702,1703,145,Product 146,71,Sonepat,7,497,Haryana,2015, 146
1703,1704,145,Product 192,161,Sonepat,8,1288,Haryana,2015, 192
1704,1705,145,Product 466,180,Sonepat,4,720,Haryana,2015, 466
1705,1706,145,Product 197,158,Sonepat,3,474,Haryana,2015, 197
1706,1707,145,Product 431,256,Sonepat,2,512,Haryana,2015, 431
1707,1708,145,Product 464,154,Sonepat,9,1386,Haryana,2015, 464
1708,1709,145,Product 157,244,Sonepat,10,2440,Haryana,2015, 157
1709,1710,145,Product 285,150,Sonepat,9,1350,Haryana,2015, 285
1710,1711,146,Product 322,123,navi mumbai,1,123,Maharashtra,2016, 322
1711,1712,146,Product 442,185,navi mumbai,1,185,Maharashtra,2016, 442
1712,1713,146,Product 320,283,navi mumbai,6,1698,Maharashtra,2016, 320
1713,1714,146,Product 42,83,navi mumbai,5,415,Maharashtra,2016, 42
1714,1715,146,Product 367,103,navi mumbai,5,515,Maharashtra,2016, 367
1715,1716,146,Product 98,66,navi mumbai,2,132,Maharashtra,2016, 98
1716,1717,147,Product 129,65,Kolkatta,2,130,West Bengal,2016, 129
1717,1718,147,Product 296,218,Kolkatta,2,436,West Bengal,2016, 296
1718,1719,147,Product 328,249,Kolkatta,4,996,West Bengal,2016, 328
1719,1720,147,Product 343,217,Kolkatta,9,1953,West Bengal,2016, 343
1720,1721,147,Product 485,271,Kolkatta,1,271,West Bengal,2016, 485
1721,1722,147,Product 153,183,Kolkatta,9,1647,West Bengal,2016, 153
1722,1723,147,Product 171,117,Kolkatta,9,1053,West Bengal,2016, 171
1723,1724,147,Product 351,261,Kolkatta,4,1044,West Bengal,2016, 351
1724,1725,147,Product 105,200,Kolkatta,7,1400,West Bengal,2016, 105
1725,1726,147,Product 38,297,Kolkatta,5,1485,West Bengal,2016, 38
1726,1727,147,Product 150,203,Kolkatta,8,1624,West Bengal,2016, 150
1727,1728,147,Product 374,274,Kolkatta,3,822,West Bengal,2016, 374
1728,1729,147,Product 58,142,Kolkatta,5,710,West Bengal,2016, 58
1729,1730,148,Product 467,211,New Delhi,6,1266,New Delhi,2016, 467
1730,1731,148,Product 191,244,New Delhi,1,244,New Delhi,2016, 191
1731,1732,148,Product 317,178,New Delhi,7,1246,New Delhi,2016, 317
1732,1733,148,Product 354,82,New Delhi,6,492,New Delhi,2016, 354
1733,1734,148,Product 192,161,New Delhi,6,966,New Delhi,2016, 192
1734,1735,148,Product 103,76,New Delhi,5,380,New Delhi,2016, 103
1735,1736,148,Product 382,103,New Delhi,3,309,New Delhi,2016, 382
1736,1737,148,Product 45,119,New Delhi,6,714,New Delhi,2016, 45
1737,1738,148,Product 440,113,New Delhi,7,791,New Delhi,2016, 440
1738,1739,148,Product 365,289,New Delhi,9,2601,New Delhi,2016, 365
1739,1740,148,Product 188,262,New Delhi,1,262,New Delhi,2016, 188
1740,1741,148,Product 385,184,New Delhi,10,1840,New Delhi,2016, 385
1741,1742,148,Product 474,123,New Delhi,4,492,New Delhi,2016, 474
1742,1743,148,Product 361,127,New Delhi,6,762,New Delhi,2016, 361
1743,1744,149,Product 365,289,BURDWAN,4,1156,West Bengal,2016, 365
1744,1745,149,Product 136,288,BURDWAN,8,2304,West Bengal,2016, 136
1745,1746,149,Product 487,64,BURDWAN,7,448,West Bengal,2016, 487
1746,1747,149,Product 158,234,BURDWAN,9,2106,West Bengal,2016, 158
1747,1748,149,Product 315,263,BURDWAN,4,1052,West Bengal,2016, 315
1748,1749,149,Product 271,277,BURDWAN,2,554,West Bengal,2016, 271
1749,1750,149,Product 227,180,BURDWAN,8,1440,West Bengal,2016, 227
1750,1751,149,Product 53,214,BURDWAN,3,642,West Bengal,2016, 53
1751,1752,149,Product 274,74,BURDWAN,9,666,West Bengal,2016, 274
1752,1753,149,Product 303,220,BURDWAN,10,2200,West Bengal,2016, 303
1753,1754,149,Product 408,228,BURDWAN,10,2280,West Bengal,2016, 408
1754,1755,149,Product 401,222,BURDWAN,10,2220,West Bengal,2016, 401
1755,1756,149,Product 162,266,BURDWAN,1,266,West Bengal,2016, 162
1756,1757,149,Product 99,125,BURDWAN,9,1125,West Bengal,2016, 99
1757,1758,149,Product 206,85,BURDWAN,9,765,West Bengal,2016, 206
1758,1759,150,Product 183,212,TRICHY 619999,9,1908,Tamil Nadu,2016, 183
1759,1760,150,Product 441,292,TRICHY 620000,1,292,Tamil Nadu,2016, 441
1760,1761,150,Product 245,199,TRICHY 620001,1,199,Tamil Nadu,2016, 245
1761,1762,150,Product 49,207,TRICHY 620002,8,1656,Tamil Nadu,2016, 49
1762,1763,150,Product 433,191,TRICHY 620003,1,191,Tamil Nadu,2016, 433
1763,1764,150,Product 104,202,TRICHY 620004,9,1818,Tamil Nadu,2016, 104
1764,1765,150,Product 394,177,TRICHY 620005,9,1593,Tamil Nadu,2016, 394
1765,1766,150,Product 426,247,TRICHY 620006,1,247,Tamil Nadu,2016, 426
1766,1767,151,Product 170,114,patna,5,570,Bihar,2016, 170
1767,1768,151,Product 494,50,patna,9,450,Bihar,2016, 494
1768,1769,151,Product 387,273,patna,7,1911,Bihar,2016, 387
1769,1770,151,Product 260,190,patna,5,950,Bihar,2016, 260
1770,1771,151,Product 349,67,patna,7,469,Bihar,2016, 349
1771,1772,151,Product 133,276,patna,5,1380,Bihar,2016, 133
1772,1773,151,Product 331,200,patna,3,600,Bihar,2016, 331
1773,1774,151,Product 461,87,patna,4,348,Bihar,2016, 461
1774,1775,151,Product 93,174,patna,9,1566,Bihar,2016, 93
1775,1776,151,Product 380,243,patna,8,1944,Bihar,2016, 380
1776,1777,152,Product 34,191,THRISUR,7,1337,Kerela,2016, 34
1777,1778,152,Product 108,129,THRISUR,8,1032,Kerela,2016, 108
1778,1779,152,Product 269,84,THRISUR,7,588,Kerela,2016, 269
1779,1780,152,Product 409,293,THRISUR,6,1758,Kerela,2016, 409
1780,1781,152,Product 327,88,THRISUR,6,528,Kerela,2016, 327
1781,1782,152,Product 65,191,THRISUR,1,191,Kerela,2016, 65
1782,1783,152,Product 188,262,THRISUR,7,1834,Kerela,2016, 188
1783,1784,152,Product 437,269,THRISUR,6,1614,Kerela,2016, 437
1784,1785,152,Product 298,153,THRISUR,7,1071,Kerela,2016, 298
1785,1786,152,Product 356,297,THRISUR,6,1782,Kerela,2016, 356
1786,1787,153,Product 137,113,Mohali,5,565,Punjab,2016, 137
1787,1788,153,Product 265,194,Mohali,9,1746,Punjab,2016, 265
1788,1789,153,Product 94,284,Mohali,7,1988,Punjab,2016, 94
1789,1790,153,Product 104,202,Mohali,9,1818,Punjab,2016, 104
1790,1791,153,Product 340,151,Mohali,4,604,Punjab,2016, 340
1791,1792,153,Product 22,86,Mohali,8,688,Punjab,2016, 22
1792,1793,153,Product 249,135,Mohali,8,1080,Punjab,2016, 249
1793,1794,153,Product 96,296,Mohali,2,592,Punjab,2016, 96
1794,1795,153,Product 303,220,Mohali,5,1100,Punjab,2016, 303
1795,1796,153,Product 304,111,Mohali,4,444,Punjab,2016, 304
1796,1797,153,Product 100,220,Mohali,10,2200,Punjab,2016, 100
1797,1798,154,Product 284,75,Jamshedpur,1,75,Jharkhand,2016, 284
1798,1799,154,Product 493,137,Jamshedpur,1,137,Jharkhand,2016, 493
1799,1800,154,Product 270,162,Jamshedpur,2,324,Jharkhand,2016, 270
1800,1801,154,Product 379,251,Jamshedpur,2,502,Jharkhand,2016, 379
1801,1802,154,Product 410,254,Jamshedpur,8,2032,Jharkhand,2016, 410
1802,1803,154,Product 104,202,Jamshedpur,4,808,Jharkhand,2016, 104
1803,1804,154,Product 36,214,Jamshedpur,3,642,Jharkhand,2016, 36
1804,1805,155,Product 97,94,TIRUPUR,6,564,Tamil Nadu,2016, 97
1805,1806,155,Product 155,257,TIRUPUR,2,514,Tamil Nadu,2016, 155
1806,1807,155,Product 410,254,TIRUPUR,4,1016,Tamil Nadu,2016, 410
1807,1808,155,Product 274,74,TIRUPUR,6,444,Tamil Nadu,2016, 274
1808,1809,155,Product 206,85,TIRUPUR,6,510,Tamil Nadu,2016, 206
1809,1810,155,Product 304,111,TIRUPUR,4,444,Tamil Nadu,2016, 304
1810,1811,155,Product 147,243,TIRUPUR,7,1701,Tamil Nadu,2016, 147
1811,1812,155,Product 12,68,TIRUPUR,7,476,Tamil Nadu,2016, 12
1812,1813,155,Product 274,74,TIRUPUR,2,148,Tamil Nadu,2016, 274
1813,1814,155,Product 170,114,TIRUPUR,7,798,Tamil Nadu,2016, 170
1814,1815,155,Product 178,163,TIRUPUR,5,815,Tamil Nadu,2016, 178
1815,1816,155,Product 263,91,TIRUPUR,6,546,Tamil Nadu,2016, 263
1816,1817,155,Product 423,199,TIRUPUR,1,199,Tamil Nadu,2016, 423
1817,1818,156,Product 161,132,Mangalore,5,660,Karnataka,2016, 161
1818,1819,156,Product 280,73,Mangalore,10,730,Karnataka,2016, 280
1819,1820,156,Product 209,258,Mangalore,10,2580,Karnataka,2016, 209
1820,1821,156,Product 150,203,Mangalore,9,1827,Karnataka,2016, 150
1821,1822,156,Product 112,108,Mangalore,5,540,Karnataka,2016, 112
1822,1823,156,Product 331,200,Mangalore,4,800,Karnataka,2016, 331
1823,1824,156,Product 209,258,Mangalore,8,2064,Karnataka,2016, 209
1824,1825,156,Product 185,292,Mangalore,8,2336,Karnataka,2016, 185
1825,1826,156,Product 421,104,Mangalore,8,832,Karnataka,2016, 421
1826,1827,156,Product 491,279,Mangalore,9,2511,Karnataka,2016, 491
1827,1828,156,Product 90,193,Mangalore,8,1544,Karnataka,2016, 90
1828,1829,156,Product 469,183,Mangalore,6,1098,Karnataka,2016, 469
1829,1830,157,Product 439,109,Bellary,7,763,Karnataka,2016, 439
1830,1831,157,Product 206,85,Bellary,2,170,Karnataka,2016, 206
1831,1832,157,Product 490,224,Bellary,1,224,Karnataka,2016, 490
1832,1833,157,Product 357,87,Bellary,7,609,Karnataka,2016, 357
1833,1834,157,Product 390,207,Bellary,3,621,Karnataka,2016, 390
1834,1835,157,Product 324,276,Bellary,4,1104,Karnataka,2016, 324
1835,1836,157,Product 139,64,Bellary,4,256,Karnataka,2016, 139
1836,1837,157,Product 475,273,Bellary,7,1911,Karnataka,2016, 475
1837,1838,157,Product 51,136,Bellary,3,408,Karnataka,2016, 51
1838,1839,157,Product 213,71,Bellary,8,568,Karnataka,2016, 213
1839,1840,158,Product 500,251,muzaffarpur,7,1757,Bihar,2016, 500
1840,1841,158,Product 374,274,muzaffarpur,9,2466,Bihar,2016, 374
1841,1842,158,Product 225,210,muzaffarpur,6,1260,Bihar,2016, 225
1842,1843,158,Product 174,51,muzaffarpur,7,357,Bihar,2016, 174
1843,1844,158,Product 223,215,muzaffarpur,4,860,Bihar,2016, 223
1844,1845,158,Product 97,94,muzaffarpur,7,658,Bihar,2016, 97
1845,1846,158,Product 32,192,muzaffarpur,8,1536,Bihar,2016, 32
1846,1847,158,Product 308,67,muzaffarpur,4,268,Bihar,2016, 308
1847,1848,158,Product 380,243,muzaffarpur,4,972,Bihar,2016, 380
1848,1849,159,Product 56,75,Durgapur,6,450,West Bengal,2016, 56
1849,1850,159,Product 439,109,Durgapur,2,218,West Bengal,2016, 439
1850,1851,159,Product 117,52,Durgapur,7,364,West Bengal,2016, 117
1851,1852,159,Product 185,292,Durgapur,10,2920,West Bengal,2016, 185
1852,1853,159,Product 24,84,Durgapur,1,84,West Bengal,2016, 24
1853,1854,159,Product 411,233,Durgapur,1,233,West Bengal,2016, 411
1854,1855,159,Product 254,57,Durgapur,8,456,West Bengal,2016, 254
1855,1856,159,Product 422,185,Durgapur,10,1850,West Bengal,2016, 422
1856,1857,159,Product 401,222,Durgapur,2,444,West Bengal,2016, 401
1857,1858,159,Product 365,289,Durgapur,1,289,West Bengal,2016, 365
1858,1859,159,Product 71,181,Durgapur,8,1448,West Bengal,2016, 71
1859,1860,159,Product 115,280,Durgapur,4,1120,West Bengal,2016, 115
1860,1861,160,Product 363,266,Kumbakonam,4,1064,Tamil Nadu,2016, 363
1861,1862,160,Product 156,287,Kumbakonam,2,574,Tamil Nadu,2016, 156
1862,1863,160,Product 408,228,Kumbakonam,9,2052,Tamil Nadu,2016, 408
1863,1864,160,Product 428,218,Kumbakonam,2,436,Tamil Nadu,2016, 428
1864,1865,160,Product 370,74,Kumbakonam,5,370,Tamil Nadu,2016, 370
1865,1866,160,Product 329,219,Kumbakonam,8,1752,Tamil Nadu,2016, 329
1866,1867,160,Product 418,275,Kumbakonam,7,1925,Tamil Nadu,2016, 418
1867,1868,160,Product 23,296,Kumbakonam,1,296,Tamil Nadu,2016, 23
1868,1869,160,Product 124,179,Kumbakonam,7,1253,Tamil Nadu,2016, 124
1869,1870,160,Product 385,184,Kumbakonam,1,184,Tamil Nadu,2016, 385
1870,1871,160,Product 373,166,Kumbakonam,5,830,Tamil Nadu,2016, 373
1871,1872,160,Product 376,90,Kumbakonam,9,810,Tamil Nadu,2016, 376
1872,1873,160,Product 196,215,Kumbakonam,1,215,Tamil Nadu,2016, 196
1873,1874,160,Product 122,176,Kumbakonam,5,880,Tamil Nadu,2016, 122
1874,1875,161,Product 197,158,Trivabdrum,5,790,Tamil Nadu,2016, 197
1875,1876,161,Product 488,130,Trivabdrum,5,650,Tamil Nadu,2016, 488
1876,1877,161,Product 495,63,Trivabdrum,2,126,Tamil Nadu,2016, 495
1877,1878,161,Product 418,275,Trivabdrum,3,825,Tamil Nadu,2016, 418
1878,1879,161,Product 255,66,Trivabdrum,3,198,Tamil Nadu,2016, 255
1879,1880,161,Product 382,103,Trivabdrum,3,309,Tamil Nadu,2016, 382
1880,1881,161,Product 397,255,Trivabdrum,3,765,Tamil Nadu,2016, 397
1881,1882,161,Product 323,189,Trivabdrum,8,1512,Tamil Nadu,2016, 323
1882,1883,161,Product 426,247,Trivabdrum,6,1482,Tamil Nadu,2016, 426
1883,1884,161,Product 378,98,Trivabdrum,5,490,Tamil Nadu,2016, 378
